ID,Name,Sex,Age,Height,Weight,Team,NOC,Year,Season,City,Sport,Event,Medal
124598,Margot van Geffen,F,22,172,63,Netherlands,NED,2012,Summer,London,Hockey,Hockey Women's Hockey,Gold
124771,Caia Jaqueline van Maasakker,F,23,180,69,Netherlands,NED,2012,Summer,London,Hockey,Hockey Women's Hockey,Gold
124773,Kitty van Male,F,24,170,63,Netherlands,NED,2012,Summer,London,Hockey,Hockey Women's Hockey,Gold
124886,Sharon van Rouwendaal,F,22,173,65,Netherlands,NED,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 10 kilometres Open Water,Gold
127043,Kristina Vogel,F,21,160,66,Germany,GER,2012,Summer,London,Cycling,Cycling Women's Team Sprint,Gold
127043,Kristina Vogel,F,25,160,66,Germany,GER,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Sprint,Gold
127216,Dana Whitney Vollmer (-Grant),F,16,185,68,United States,USA,2004,Summer,Athina,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold
127216,Dana Whitney Vollmer (-Grant),F,24,185,68,United States,USA,2012,Summer,London,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold
127216,Dana Whitney Vollmer (-Grant),F,24,185,68,United States,USA,2012,Summer,London,Swimming,Swimming Women's 100 metres Butterfly,Gold
127216,Dana Whitney Vollmer (-Grant),F,24,185,68,United States,USA,2012,Summer,London,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
127491,Nataliya Vitalyevna Vorobyova,F,21,174,69,Russia,RUS,2012,Summer,London,Wrestling,"Wrestling Women's Heavyweight, Freestyle",Gold
127534,Marianne Vos,F,21,169,59,Netherlands,NED,2008,Summer,Beijing,Cycling,Cycling Women's Points Race,Gold
127534,Marianne Vos,F,25,169,59,Netherlands,NED,2012,Summer,London,Cycling,"Cycling Women's Road Race, Individual",Gold
127739,Anna Viktorovna Vyakhireva,F,21,168,63,Russia,RUS,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,Gold
127873,"Alyson Kay ""Aly"" Wagner (-Eyre)",F,24,165,59,United States,USA,2004,Summer,Athina,Football,Football Women's Football,Gold
128123,Melaine Antoinette Walker,F,25,165,53,Jamaica,JAM,2008,Summer,Beijing,Athletics,Athletics Women's 400 metres Hurdles,Gold
128303,Louisa Walter (-Keller),F,25,170,66,Germany,GER,2004,Summer,Athina,Hockey,Hockey Women's Hockey,Gold
128458,Wang Hao,F,19,156,50,China,CHN,2012,Summer,London,Diving,Diving Women's Synchronized Platform,Gold
128539,Wang Nan,F,25,166,60,China-1,CHN,2004,Summer,Athina,Table Tennis,Table Tennis Women's Doubles,Gold
128605,Wang Xin (Ruoxue-),F,15,137,28,China,CHN,2008,Summer,Beijing,Diving,Diving Women's Synchronized Platform,Gold
128853,Conny Wamuth,F,25,167,64,Germany,GER,2008,Summer,Beijing,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Gold
129089,Hollie Webb,F,25,165,65,Great Britain,GBR,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,Gold
129126,Franziska Weber,F,23,176,70,Germany,GER,2012,Summer,London,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Gold
129476,Abbey Weitzeil,F,19,178,68,United States,USA,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
129570,Miriam Welte,F,25,171,67,Germany,GER,2012,Summer,London,Cycling,Cycling Women's Team Sprint,Gold
129571,Lidewij Marsia Maria Welten,F,18,170,64,Netherlands,NED,2008,Summer,Beijing,Hockey,Hockey Women's Hockey,Gold
129571,Lidewij Marsia Maria Welten,F,22,170,64,Netherlands,NED,2012,Summer,London,Hockey,Hockey Women's Hockey,Gold
129898,Sanne Wevers,F,24,156,46,Netherlands,NED,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Balance Beam,Gold
130188,Jordyn Marie Wieber,F,17,157,52,United States,USA,2012,Summer,London,Gymnastics,Gymnastics Women's Team All-Around,Gold
130864,"Madison ""Madi"" Wilson",F,22,179,61,Australia,AUS,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
130882,"Philippa Claire ""Pippa"" Wilson",F,22,171,63,Great Britain,GBR,2008,Summer,Beijing,Sailing,Sailing Women's Three Person Keelboat,Gold
131795,Wu Jingyu,F,21,167,51,China,CHN,2008,Summer,Beijing,Taekwondo,Taekwondo Women's Flyweight,Gold
131795,Wu Jingyu,F,25,167,51,China,CHN,2012,Summer,London,Taekwondo,Taekwondo Women's Flyweight,Gold
131805,Wu Minxia,F,18,167,52,China,CHN,2004,Summer,Athina,Diving,Diving Women's Synchronized Springboard,Gold
131805,Wu Minxia,F,22,167,52,China,CHN,2008,Summer,Beijing,Diving,Diving Women's Synchronized Springboard,Gold
132003,Xiang Yanmei,F,24,163,69,China,CHN,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Women's Light-Heavyweight,Gold
132039,Xing Huina,F,20,168,48,China,CHN,2004,Summer,Athina,Athletics,"Athletics Women's 10,000 metres",Gold
132072,Xu Lijia,F,24,176,60,China,CHN,2012,Summer,London,Sailing,Sailing Women's One Person Dinghy,Gold
132246,Eri Yamada,F,24,165,58,Japan,JPN,2008,Summer,Beijing,Softball,Softball Women's Softball,Gold
132546,Yang Wei,F,25,172,63,China-1,CHN,2004,Summer,Athina,Badminton,Badminton Women's Doubles,Gold
132568,Yang Yilin,F,15,150,35,China,CHN,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Team All-Around,Gold
132744,Ye Shiwen,F,16,173,64,China,CHN,2012,Summer,London,Swimming,Swimming Women's 200 metres Individual Medley,Gold
132744,Ye Shiwen,F,16,173,64,China,CHN,2012,Summer,London,Swimming,Swimming Women's 400 metres Individual Medley,Gold
132795,Yana Karapetovna Yegoryan,F,22,175,64,Russia,RUS,2016,Summer,Rio de Janeiro,Fencing,"Fencing Women's Sabre, Individual",Gold
132795,Yana Karapetovna Yegoryan,F,22,175,64,Russia,RUS,2016,Summer,Rio de Janeiro,Fencing,"Fencing Women's Sabre, Team",Gold
132884,Anastasiya Nikolayevna Yermakova,F,21,169,55,Russia,RUS,2004,Summer,Athina,Synchronized Swimming,Synchronized Swimming Women's Duet,Gold
132884,Anastasiya Nikolayevna Yermakova,F,21,169,55,Russia,RUS,2004,Summer,Athina,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
132884,Anastasiya Nikolayevna Yermakova,F,25,169,55,Russia,RUS,2008,Summer,Beijing,Synchronized Swimming,Synchronized Swimming Women's Duet,Gold
132884,Anastasiya Nikolayevna Yermakova,F,25,169,55,Russia,RUS,2008,Summer,Beijing,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
132957,Yi Siling,F,23,165,51,China,CHN,2012,Summer,London,Shooting,"Shooting Women's Air Rifle, 10 metres",Gold
133130,Saori Yoshida,F,21,157,55,Japan,JPN,2004,Summer,Athina,Wrestling,"Wrestling Women's Lightweight, Freestyle",Gold
133130,Saori Yoshida,F,25,157,55,Japan,JPN,2008,Summer,Beijing,Wrestling,"Wrestling Women's Lightweight, Freestyle",Gold
133381,Yu Yang,F,22,166,62,China-1,CHN,2008,Summer,Beijing,Badminton,Badminton Women's Doubles,Gold
133479,Yun Mi-Jin,F,21,167,55,South Korea,KOR,2004,Summer,Athina,Archery,Archery Women's Team,Gold
133483,Yun Ok-Hui,F,23,162,63,South Korea,KOR,2008,Summer,Beijing,Archery,Archery Women's Team,Gold
134478,Zhang Jiewen,F,23,176,70,China-1,CHN,2004,Summer,Athina,Badminton,Badminton Women's Doubles,Gold
134516,Zhang Mengxue,F,25,162,70,China,CHN,2016,Summer,Rio de Janeiro,Shooting,"Shooting Women's Air Pistol, 10 metres",Gold
134605,Zhang Yining,F,22,168,54,China,CHN,2004,Summer,Athina,Table Tennis,Table Tennis Women's Singles,Gold
134605,Zhang Yining,F,22,168,54,China-1,CHN,2004,Summer,Athina,Table Tennis,Table Tennis Women's Doubles,Gold
134659,Zhao Ruirui,F,22,196,70,China,CHN,2004,Summer,Athina,Volleyball,Volleyball Women's Volleyball,Gold
134683,Zhao Yunlei,F,25,173,60,China-1,CHN,2012,Summer,London,Badminton,Badminton Mixed Doubles,Gold
134683,Zhao Yunlei,F,25,173,60,China-1,CHN,2012,Summer,London,Badminton,Badminton Women's Doubles,Gold
134783,Zhong Tianshi,F,25,168,62,China,CHN,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Team Sprint,Gold
134833,Olha Bohdanivna Zhovnir,F,19,165,55,Ukraine,UKR,2008,Summer,Beijing,Fencing,"Fencing Women's Sabre, Team",Gold
135488,Nataliya Vladimirovna Zuyeva,F,19,176,62,Russia,RUS,2008,Summer,Beijing,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Gold
